,question,question_id,question_type,survey_id
1871,"Please navigate now to the link below. Take a few minutes to browse through the page. When you are finished reading, please return here (and click the arrow) to answer some follow-up questions.",0,description,78
1872,How useful would this page be for you personally?,1,rate,78
1873,How valuable would this page be to you?,2,rate,78
1874,What do you like about this page?,3,textarea,78
1875,What do you dislike about this page?,4,textarea,78
1876,What do you find most useful about how the page is organized?,5,textarea,78
1877,What was your first reaction to this product?,0,rate,2
1878,"What do you find most appealing about this product, and why?",1,textarea,2
1879,"What is least appealing about this product, and why?",2,textarea,2
1880,Have you ever used a product similar to this?,3,single-select,2
1881,"What similar product(s) have you used, and why did you use them? Please be descriptive.",4,textarea,2
1882,How would you rate this product in terms of the following:,5,matrix-likert,2
1883,"If you were presented with this product, what would you do next?",6,multi-select,2
1884,"If you could improve this product, what changes or updates would you make?",7,textarea,2
1885,"Today we would like your feedback on a TV viewing experience. Note that sound is available, but you are not required to enable your speakers. Thank you in advance for your time and thoughts.",0,description,144
1886,"Before we begin, we'd like to know if you were born on an even or odd-numbered day?",1,single-select,144
1887,"Imagine you were going to watch a program on your Apple TV or other connected device. Please click the link below to watch a video of what would appear on screen while your TV program loads. Please keep the page open in a SEPARATE tab so that you can refer back to it for the duration of the survey. When you are finished looking at the page, please click the arrow to move on to the next question.",2,description,144
1888,"Imagine you were going to watch a program on your Apple TV or other connected device. Please click the link below to watch a video of what would appear on screen while your TV program loads. Please keep the page open in a SEPARATE tab so that you can refer back to it for the duration of the survey. When you are finished looking at the page, please click the arrow to move on to the next question.",3,description,144
1889,"Now, please take a look at ANOTHER version of this program loading sequence.",4,description,144
1890,"Now, please take a look at ANOTHER version of this program loading sequence.",5,description,144
1891,Which loading sequence would you prefer to see while your TV program loads?,6,single-select,144
1892,Why did you choose the response you did to the previous question?,7,textarea,144
1893,"Now, we will be reviewing access within your workplace. Be sure to answer each question honestly and to the best of your ability. Thanks!",1,description,5bb2a43489d24e0004700258
1894,How important is it to you to access the following in your current workplace?,2,matrix-likert,5bb2a43489d24e0004700258
1895,How important is it to you to access the following in your current workplace?,3,matrix-likert,5bb2a43489d24e0004700258
1896,How important is it to you to access the following in your current workplace?,4,matrix-likert,5bb2a43489d24e0004700258
1897,How satisfied are you with your current ability to complete the following in your workplace?,5,matrix-likert,5bb2a43489d24e0004700258
1898,How satisfied are you with your&nbsp;current ability &nbsp;to complete the following in your workplace?,6,matrix-likert,5bb2a43489d24e0004700258
